#timestamp x y z q_w q_x q_y q_z
1753778132.546623945236206 -0.038190975040155 -0.025220854727924 0.011365877784779 0.999999796640604 0.000054067484535 -0.000616532689791 0.000153892488259
1753778132.646869659423828 -0.042861170683552 -0.024103652406476 0.005995512281411 0.999997340141650 0.002246347728053 -0.000414910268151 0.000318560787256
1753778132.747117996215820 -0.040126141357711 -0.026136600737613 0.004413990939513 0.999998455705495 -0.000973058481198 -0.001450990930812 -0.000190706931639
1753778132.847333908081055 -0.038743199092941 -0.028919799414636 0.002743181391310 0.999997681511241 0.002061596832277 -0.000147660861376 0.000604141466807
1753778132.947582721710205 -0.037827242449567 -0.029815919079717 0.002160750962138 0.999999144077680 -0.000199379999066 -0.001257000260880 0.000303384021570
1753778133.045423984527588 -0.036104369480539 -0.024730674292645 0.002519680596541 0.999999452437091 0.000881980616592 -0.000539421742919 0.000162049039418
1753778133.145450830459595 -0.037319638013799 -0.028469413539006 0.005191054118146 0.999999489506548 0.000162582232595 -0.000953626035529 0.000291806514864
1753778133.245690822601318 -0.037889637131429 -0.025242231802326 0.002903094753495 0.999999449876334 0.000916755338104 -0.000458673597175 0.000222317806477
1753778133.345661163330078 -0.042671239549606 -0.027848830920331 0.002836904317642 0.999999404961042 -0.000045806397533 -0.001083588212523 0.000117541130056
1753778133.444306612014771 -0.043751638613746 -0.030369805724896 0.008236200840605 0.999999887310794 0.000146722433281 -0.000386245821530 0.000233805660403
1753778133.542990446090698 -0.041918808197976 -0.031785651508418 0.010138696111730 0.999999218631979 0.001122505943073 -0.000425470541256 0.000348841872245
1753778133.641645431518555 -0.039203229098927 -0.033202230896844 0.010605989379259 0.999999798323786 0.000411206808248 -0.000336250838114 0.000348133183879
1753778133.746890544891357 -0.039938696247178 -0.035364366948314 0.012495478162298 0.999999721235789 0.000616986958183 -0.000296891394441 0.000297843797153
1753778133.847133636474609 -0.038279464315993 -0.037040111996119 0.010272200658566 0.999998913411902 0.001017551767227 -0.000382088931850 0.000995877228963
1753778133.947374105453491 -0.037497054161558 -0.037926815658785 0.008940438925632 0.999999734705367 0.000514976801893 -0.000377377386475 0.000350677041653
1753778134.045230388641357 -0.037990921169631 -0.039278454691841 0.007643926634485 0.999999017839646 0.000724648581892 -0.000767494854216 0.000922038944220
1753778134.145072221755981 -0.038363980933713 -0.039129298754700 0.006181901557294 0.999999466761402 0.000835166342162 -0.000576447437998 0.000191526584065
1753778134.245317697525024 -0.038821487489628 -0.038355503693002 0.001510548864603 0.999998958859662 0.000964184503920 -0.000592550696584 0.000895271744133
1753778134.345562219619751 -0.039352791960201 -0.038141119766206 0.004394206979163 0.999999574178953 0.000189986735787 -0.000899821561908 0.000076603510387
1753778134.445794820785522 -0.036644264696926 -0.035338972371431 0.004213493634004 0.999998742524475 0.001127600636109 -0.000629569199616 0.000920385182963
1753778134.546028614044189 -0.037216455000007 -0.038166017388649 0.005144329911026 0.999999617861746 0.000510054155047 -0.000709442075023 -0.000028514048619
1753778134.644939661026001 -0.036678462287914 -0.036807615748343 0.005358376871874 0.999999343885731 0.000183491286530 -0.000646034760822 0.000928007614291
1753778134.743638515472412 -0.035124775305206 -0.039872104065661 0.004822674836048 0.999999716333521 0.000491351178590 -0.000506905892714 0.000262589605835
1753778134.842273950576782 -0.036311982025090 -0.039316924551732 0.005499448200372 0.999999756029560 -0.000279846838392 -0.000614676780302 0.000178322768427
1753778134.946973800659180 -0.038059889181357 -0.041940148583409 0.008744961103717 0.999998802037595 0.001321034293779 -0.000440703064581 0.000675701534904
1753778135.039611577987671 -0.039259859070893 -0.042108714445988 0.009460237377604 0.999999687706828 0.000627821711718 -0.000251741896671 0.000408720133007
1753778135.145425081253052 -0.039956879180344 -0.042672587130135 0.010158319526111 0.999999662506236 0.000539797762379 -0.000318294668706 0.000531313728753
