# timestamp x y z qx qy qz qw
1753778162.745462656 16.482611 2.376894 1.126304 0.027664 -0.060133 0.326380 0.942918
1753778162.845702171 16.600743 2.411071 1.127329 0.032047 -0.076364 0.348849 0.933513
1753778162.945925236 16.716912 2.454278 1.127308 0.027931 -0.086572 0.381431 0.919911
1753778163.043778181 16.842907 2.500191 1.143901 0.023549 -0.080290 0.393490 0.915513
1753778163.143692255 16.964130 2.564230 1.151427 0.025759 -0.064297 0.428995 0.900648
1753778163.243931293 17.061824 2.623366 1.146537 0.024961 -0.066536 0.438226 0.896051
1753778163.344183207 17.156842 2.703384 1.140274 0.018330 -0.074502 0.455758 0.886791
1753778163.444409609 17.234784 2.801780 1.149860 0.017959 -0.077006 0.468912 0.879698
1753778163.544646978 17.313192 2.892418 1.172683 0.006186 -0.068925 0.477629 0.875832
1753778163.644883633 17.373378 2.981991 1.182149 0.010499 -0.058290 0.501148 0.863332
1753778163.745127678 17.435246 3.071277 1.183424 0.016767 -0.066541 0.520567 0.851059
1753778163.845370531 17.498819 3.174360 1.170974 0.017559 -0.072624 0.543852 0.835849
1753778163.945604801 17.557217 3.284268 1.151436 0.016060 -0.082879 0.560004 0.824178
1753778164.043054342 17.625063 3.399680 1.144957 0.017587 -0.074438 0.559112 0.825556
1753778164.143179178 17.687571 3.519570 1.145705 0.011205 -0.055218 0.578432 0.813782
1753778164.243411064 17.736225 3.639224 1.139725 0.015454 -0.061066 0.590557 0.804534
1753778164.343654156 17.793192 3.745340 1.142747 0.016919 -0.073977 0.584697 0.807694
1753778164.443898916 17.827314 3.861315 1.151637 0.028174 -0.076430 0.590962 0.802576
1753778164.544141531 17.854013 3.979356 1.168007 0.025564 -0.076439 0.591004 0.802632
1753778164.644393444 17.899274 4.098112 1.176627 0.033901 -0.090289 0.587508 0.803451
1753778164.744638205 17.939786 4.224671 1.182783 0.025348 -0.099702 0.581751 0.806835
1753778164.844882727 17.980214 4.361203 1.174891 0.028705 -0.117883 0.575164 0.808991
1753778164.945123911 18.028229 4.499886 1.173556 0.013262 -0.121735 0.566448 0.814949
1753778165.042963982 18.060110 4.626988 1.182183 0.005558 -0.117313 0.587262 0.800831
1753778165.143056154 18.100256 4.754384 1.185571 0.006233 -0.103065 0.596936 0.795617
1753778165.242679119 18.131565 4.884980 1.178982 0.013136 -0.082437 0.602709 0.793583
1753778165.343553782 18.137212 5.020798 1.180831 0.009635 -0.079425 0.602961 0.793748
1753778165.443789005 18.162170 5.144460 1.180252 0.010620 -0.090661 0.588969 0.802984
1753778165.543425798 18.180297 5.263532 1.179045 0.002476 -0.083639 0.575425 0.813563
1753778165.644245863 18.215995 5.382356 1.180387 0.011850 -0.084185 0.590177 0.802785
1753778165.744487047 18.252895 5.496919 1.177334 0.022729 -0.080235 0.609695 0.788237
1753778165.844716787 18.293920 5.616164 1.179622 0.030645 -0.103931 0.614051 0.781793
1753778165.944967270 18.320752 5.735187 1.189764 0.021923 -0.110971 0.610586 0.783830
1753778166.042559385 18.343178 5.846311 1.198449 0.019190 -0.102682 0.612540 0.783507
1753778166.143057585 18.348610 5.974582 1.197229 0.019006 -0.090474 0.628431 0.772352
1753778166.243297100 18.361204 6.101237 1.189872 0.028004 -0.080227 0.631828 0.770437
1753778166.343551397 18.365943 6.230036 1.190323 0.045246 -0.069306 0.633525 0.769282
1753778166.443783760 18.384109 6.358410 1.204840 0.040799 -0.061993 0.647776 0.758208
1753778166.544013977 18.408319 6.490234 1.217225 0.045139 -0.050618 0.656170 0.751559
1753778166.644253016 18.443814 6.614278 1.211521 0.048258 -0.052400 0.669767 0.739146
1753778166.744503260 18.453816 6.740126 1.202136 0.055447 -0.068655 0.688820 0.719541
1753778166.844740152 18.462483 6.858467 1.198679 0.046118 -0.094909 0.714741 0.691383
1753778166.944986582 18.472524 6.961635 1.202621 0.036294 -0.102846 0.733918 0.670425
1753778167.042821169 18.464225 7.061187 1.201482 0.039551 -0.100024 0.748068 0.654847
1753778167.143135786 18.496272 7.136312 1.186341 0.025649 -0.071340 0.797142 0.599014
1753778167.243389606 18.515435 7.205702 1.192123 0.060055 -0.060223 0.819841 0.566240
1753778167.343634367 18.499527 7.267005 1.185528 0.056727 -0.052668 0.851011 0.519412
1753778167.443880558 18.422189 7.335382 1.194539 0.064731 -0.064211 0.842220 0.531368
1753778167.544127226 18.379535 7.379615 1.193332 0.044044 -0.060121 0.859036 0.506460
1753778167.644371510 18.317600 7.427643 1.196140 0.074897 -0.040701 0.876500 0.473796
1753778167.744594574 18.255021 7.478412 1.177340 0.058561 -0.012921 0.895604 0.440791
1753778167.844833136 18.177693 7.548979 1.169858 0.083400 -0.007402 0.908830 0.408678
1753778167.945082903 18.085667 7.591592 1.167866 0.077694 -0.005580 0.912615 0.401330
1753778168.042937517 17.983898 7.622361 1.175642 0.098573 -0.009540 0.910729 0.400954
1753778168.143120766 17.885670 7.651056 1.176536 0.094295 -0.018917 0.906188 0.411792
1753778168.243367434 17.784695 7.683521 1.178591 0.095196 -0.033022 0.905615 0.411957
1753778168.343599081 17.682518 7.706883 1.167926 0.081584 -0.043366 0.913046 0.397253
1753778168.443838358 17.574466 7.730537 1.158027 0.095549 -0.044711 0.917642 0.383151
1753778168.544066906 17.476661 7.744684 1.165038 0.075985 -0.037871 0.920379 0.381699
1753778168.644319057 17.374222 7.763749 1.173726 0.075148 -0.040114 0.923465 0.374107
1753778168.744572639 17.275399 7.771850 1.167960 0.069415 -0.033904 0.922207 0.378900
1753778168.844805241 17.184311 7.793662 1.193973 0.080867 -0.027245 0.924525 0.371445
1753778168.945045471 17.082363 7.829002 1.186601 0.084974 -0.022097 0.924697 0.370440
1753778169.042898417 16.974892 7.864229 1.180964 0.094205 -0.021604 0.929828 0.355076
1753778169.143498659 16.874173 7.916056 1.185502 0.083968 -0.040839 0.939842 0.328600
1753778169.243733168 16.781273 7.951882 1.185468 0.070194 -0.036446 0.947788 0.308938
1753778169.343970060 16.681077 7.983016 1.180814 0.065766 -0.032647 0.952936 0.294147
1753778169.444215059 16.591907 8.003847 1.177204 0.066305 -0.032563 0.958267 0.276164
1753778169.544450760 16.474793 8.019514 1.173464 0.073448 -0.044210 0.947840 0.307003
1753778169.644690275 16.371675 8.039623 1.173683 0.060883 -0.041784 0.945482 0.317192
1753778169.744261980 16.261920 8.061753 1.175320 0.048676 -0.062626 0.935608 0.344014
1753778169.845170021 16.164272 8.098755 1.163255 0.040788 -0.045147 0.941192 0.332350
1753778169.945392609 16.069079 8.134773 1.167627 0.058417 -0.037661 0.936675 0.343233
1753778170.042837143 15.969563 8.177243 1.159418 0.074862 -0.016584 0.936989 0.340840
1753778170.143021822 15.876736 8.219548 1.166097 0.075581 -0.025465 0.938048 0.337203
1753778170.243261337 15.772557 8.250103 1.168998 0.084768 -0.028882 0.933830 0.346326
1753778170.343506336 15.674368 8.275465 1.162317 0.075761 -0.032891 0.937165 0.338969
1753778170.443733931 15.575131 8.309026 1.154527 0.074925 -0.034476 0.940389 0.329950
1753778170.543962240 15.476095 8.337357 1.142749 0.084826 -0.036238 0.931873 0.350862
1753778170.644208670 15.376537 8.370902 1.143423 0.085980 -0.035645 0.924258 0.370248
1753778170.744449139 15.276086 8.409478 1.151473 0.082993 -0.042346 0.922701 0.374089
1753778170.844687700 15.171502 8.450732 1.150419 0.063256 -0.042886 0.924591 0.373217
1753778170.944911957 15.075789 8.499537 1.138447 0.058848 -0.045626 0.922908 0.377751
1753778171.042755842 14.984117 8.550199 1.128304 0.067800 -0.045416 0.921797 0.378986
1753778171.143132687 14.878019 8.598788 1.129374 0.076868 -0.044407 0.922672 0.375227
1753778171.243370056 14.772441 8.652251 1.138004 0.074327 -0.042624 0.927306 0.364367
1753778171.343614101 14.670790 8.700713 1.143558 0.061807 -0.032840 0.923901 0.376175
1753778171.443851709 14.573809 8.753288 1.141987 0.068953 -0.021056 0.918010 0.389949
1753778171.544085264 14.470026 8.790687 1.135187 0.073361 -0.030793 0.915604 0.394131
1753778171.644328594 14.364818 8.823423 1.132518 0.079234 -0.024324 0.916881 0.390460
1753778171.744566441 14.252070 8.867887 1.135010 0.076466 -0.035457 0.906082 0.414621
1753778171.844801426 14.153325 8.910064 1.140116 0.065535 -0.040205 0.905778 0.416720
1753778171.945042133 14.052724 8.958375 1.135585 0.063589 -0.049652 0.898870 0.430724
1753778172.042886734 13.966833 9.008290 1.130612 0.073505 -0.041259 0.904335 0.418417
1753778172.143013477 13.876025 9.058632 1.127368 0.079335 -0.048248 0.907054 0.410647
1753778172.243254662 13.783137 9.102012 1.133954 0.095231 -0.044632 0.917055 0.384641
1753778172.343498707 13.680493 9.143728 1.133577 0.077579 -0.047494 0.922409 0.375350
1753778172.443729401 13.581783 9.190068 1.131385 0.069194 -0.039262 0.917911 0.388728
1753778172.543957233 13.475712 9.222530 1.125264 0.058174 -0.050494 0.906586 0.414930
1753778172.644182205 13.368028 9.256711 1.119594 0.063714 -0.050638 0.901118 0.425867
1753778172.744413614 13.261650 9.286592 1.115937 0.074970 -0.047235 0.887933 0.451357
1753778172.844663858 13.151775 9.305670 1.122134 0.081388 -0.038340 0.865134 0.493406
1753778172.944892883 13.045475 9.335407 1.129721 0.067765 -0.029151 0.856693 0.510525
1753778173.042749882 12.941800 9.360420 1.135673 0.066345 -0.039729 0.857354 0.508885
1753778173.143016815 12.841929 9.380508 1.131133 0.051305 -0.035146 0.856164 0.512949
1753778173.243250608 12.728768 9.407781 1.137453 0.086514 -0.031707 0.842643 0.530531
1753778173.343496561 12.640688 9.423136 1.141911 0.089049 -0.032906 0.852033 0.514809
1753778173.443720818 12.537953 9.457664 1.160160 0.113823 -0.020571 0.852474 0.509813
1753778173.543961287 12.429304 9.475758 1.158315 0.066949 -0.013813 0.853686 0.516283
1753778173.644196033 12.310627 9.499466 1.152555 0.072804 -0.013855 0.843248 0.532391
1753778173.744435072 12.198796 9.509620 1.139819 0.060910 -0.013495 0.839342 0.540012
1753778173.844692945 12.089418 9.520903 1.131321 0.068522 -0.011045 0.831575 0.551059
1753778173.944930553 11.980398 9.531222 1.136221 0.060841 -0.010478 0.820168 0.568782
1753778174.042772770 11.874192 9.542080 1.138260 0.056937 -0.012439 0.812202 0.580458
1753778174.142991066 11.778207 9.563186 1.130945 0.050739 -0.012954 0.809260 0.585111
1753778174.243233681 11.688910 9.592565 1.128379 0.061840 0.003220 0.808563 0.585142
1753778174.343485117 11.595771 9.617151 1.124514 0.067270 0.016521 0.810857 0.581131
1753778174.443712711 11.495901 9.640432 1.123479 0.076163 0.015986 0.800750 0.593921
1753778174.543959618 11.391005 9.659327 1.129701 0.073673 0.016494 0.789941 0.608517
1753778174.644188643 11.277725 9.670373 1.129266 0.063328 0.019567 0.796167 0.601436
1753778174.744432449 11.170311 9.677741 1.123710 0.060473 0.015355 0.790802 0.608883
1753778174.844670296 11.065114 9.679774 1.109245 0.062809 0.009954 0.779200 0.623540
1753778174.944904327 10.942581 9.678926 1.103035 0.062275 0.007872 0.764645 0.641387
1753778175.042735815 10.833030 9.676692 1.102444 0.070334 0.011800 0.753274 0.653828
1753778175.142759800 10.728438 9.676612 1.109200 0.060392 -0.000823 0.737539 0.672598
1753778175.243233204 10.643777 9.676490 1.108204 0.065410 -0.007581 0.736865 0.672826
1753778175.343475342 10.544684 9.681175 1.102340 0.069994 0.004570 0.729531 0.680341
1753778175.443719864 10.434171 9.692243 1.103916 0.080330 0.007473 0.716658 0.692743
1753778175.543949842 10.327656 9.698490 1.108229 0.089598 0.003276 0.715591 0.692742
1753778175.644161224 10.216927 9.710597 1.114988 0.083218 -0.006113 0.708476 0.700785
1753778175.744432688 10.105069 9.721982 1.112388 0.066187 -0.001102 0.717733 0.693165
1753778175.844672680 9.999832 9.741925 1.113193 0.062640 -0.008054 0.715769 0.695476
1753778175.944914579 9.892155 9.756327 1.102556 0.062501 -0.011121 0.707604 0.703751
1753778176.042772055 9.786768 9.766495 1.103611 0.071496 -0.005584 0.699706 0.710822
1753778176.142976522 9.683037 9.778377 1.108720 0.069789 -0.008038 0.687991 0.722311
1753778176.243226767 9.588020 9.785369 1.113234 0.066295 -0.021583 0.688755 0.721634
1753778176.343472481 9.497424 9.790244 1.109696 0.067517 -0.026221 0.690169 0.720014
1753778176.443703651 9.407549 9.797196 1.103809 0.073170 -0.026841 0.692380 0.717312
1753778176.543934345 9.302184 9.808309 1.087793 0.077200 -0.034836 0.698370 0.710708
1753778176.644164324 9.209383 9.816462 1.092305 0.086122 -0.033314 0.696512 0.711579
1753778176.744407177 9.119347 9.833319 1.105788 0.076216 -0.030172 0.701341 0.708097
1753778176.844650984 9.019526 9.843888 1.104656 0.071969 -0.031811 0.714579 0.695115
1753778176.944885731 8.913926 9.852687 1.111004 0.073542 -0.041442 0.706490 0.702671
1753778177.042310715 8.799416 9.860346 1.106308 0.084229 -0.037321 0.706250 0.701943
1753778177.142096281 8.678588 9.869203 1.110065 0.079048 -0.044592 0.695352 0.712915
1753778177.242339134 8.549751 9.882581 1.113090 0.066776 -0.041182 0.691463 0.718139
1753778177.342586279 8.422251 9.904097 1.119328 0.049324 -0.037511 0.696205 0.715163
1753778177.442812920 8.295194 9.932477 1.112399 0.044610 -0.027527 0.699285 0.712918
1753778177.543053150 8.204282 9.960907 1.099609 0.046698 -0.015767 0.704426 0.708064
1753778177.643290520 8.076041 9.994211 1.095552 0.050862 -0.016749 0.696436 0.715618
1753778177.743527412 7.953630 10.020994 1.091370 0.050524 -0.010833 0.685208 0.726512
1753778177.843773365 7.830166 10.042526 1.087450 0.050391 -0.006556 0.696438 0.715815
1753778177.944025755 7.708573 10.063834 1.072611 0.037919 -0.016578 0.700329 0.712619
1753778178.041869640 7.591822 10.072993 1.058625 0.045316 -0.015251 0.682603 0.729224
1753778178.142114639 7.468048 10.070792 1.038927 0.052926 -0.012433 0.675691 0.735178
1753778178.242350340 7.341493 10.067920 1.036002 0.053418 -0.020887 0.662855 0.746548
1753778178.342597485 7.211604 10.066030 1.044891 0.048442 -0.019407 0.657639 0.751524
1753778178.442832947 7.085438 10.072399 1.044009 0.054705 -0.015431 0.664254 0.745343
1753778178.543075562 6.969230 10.082909 1.032391 0.057005 -0.001578 0.659571 0.749476
1753778178.643305302 6.866272 10.086410 1.009732 0.067423 0.007747 0.666231 0.742651
1753778178.743550062 6.751888 10.087977 0.993276 0.082389 0.010970 0.672027 0.735848
1753778178.843786478 6.635421 10.093683 0.997117 0.074168 0.010782 0.663953 0.744009
1753778178.944031000 6.517497 10.094933 1.000820 0.069375 0.008072 0.678422 0.731345
1753778179.041871786 6.425598 10.080800 0.997249 0.074892 -0.002442 0.677612 0.731592
1753778179.142089367 6.334473 10.064733 0.987914 0.084310 -0.000097 0.669867 0.737679
1753778179.242334843 6.227277 10.059667 0.973221 0.089004 0.002104 0.670593 0.736464
1753778179.342571735 6.117657 10.043679 0.975876 0.083426 -0.003003 0.652744 0.752965
1753778179.442823172 6.006320 10.035421 0.973097 0.087582 -0.015081 0.651860 0.753114
1753778179.543062687 5.891180 10.036476 0.970799 0.077936 -0.024343 0.652159 0.753673
1753778179.643279076 5.780347 10.045292 0.959645 0.085066 -0.017750 0.656016 0.749728
1753778179.743517876 5.667539 10.057978 0.948024 0.089290 -0.014314 0.666403 0.740088
1753778179.843744993 5.557474 10.073093 0.948074 0.093525 -0.015743 0.666158 0.739756
1753778179.943981171 5.455077 10.084697 0.950560 0.095081 -0.016681 0.674846 0.731617
1753778180.041830301 5.358347 10.092612 0.967313 0.086327 -0.024549 0.684142 0.723806
1753778180.142169476 5.266759 10.101485 0.974852 0.084983 -0.032817 0.687589 0.720363
1753778180.242416620 5.167143 10.109679 0.970555 0.081580 -0.034234 0.689389 0.718969
1753778180.342673540 5.060266 10.114682 0.968829 0.088433 -0.030475 0.690560 0.717201
1753778180.442896128 4.954573 10.117926 0.984210 0.090395 -0.025818 0.695743 0.712112
1753778180.543132305 4.851557 10.120744 0.998886 0.095471 -0.023983 0.696118 0.711147
1753778180.643368959 4.755219 10.132753 1.003719 0.090559 -0.027241 0.699174 0.708669
1753778180.743607044 4.659179 10.148841 0.994966 0.098845 -0.005239 0.707592 0.699654
1753778180.843836784 4.561136 10.176197 0.995214 0.098684 -0.002838 0.703176 0.704129
1753778180.944046736 4.456013 10.203769 0.999856 0.101822 0.007783 0.705095 0.701721
1753778181.042310238 4.355283 10.224356 1.005394 0.097075 0.003765 0.696621 0.710832
1753778181.142119884 4.250242 10.241280 1.010685 0.097339 -0.002940 0.702256 0.705233
1753778181.242360592 4.150523 10.254830 1.007561 0.091051 -0.007803 0.704470 0.703826
1753778181.342621803 4.043312 10.265467 0.986483 0.095786 -0.003188 0.698346 0.709315
1753778181.442859888 3.935034 10.268616 0.979312 0.095661 0.006612 0.692880 0.714649
1753778181.543102026 3.846950 10.270037 0.979964 0.090241 0.011157 0.682909 0.724823
1753778181.643353224 3.736073 10.275401 0.982086 0.086083 0.019614 0.678865 0.728936
1753778181.743594408 3.625151 10.287172 0.980139 0.072292 0.044164 0.676997 0.731094
1753778181.843836784 3.508659 10.303713 0.977205 0.072027 0.052198 0.683484 0.724526
1753778181.944074154 3.383939 10.316542 0.965475 0.077386 0.048510 0.677287 0.730028
1753778182.042323351 3.270333 10.324560 0.973142 0.075020 0.048140 0.671580 0.735551
1753778182.142103434 3.152866 10.332356 0.994367 0.077772 0.047583 0.672521 0.734441
1753778182.242345572 3.038632 10.332855 1.000576 0.076675 0.031694 0.678931 0.729499
1753778182.342591286 2.932694 10.331023 1.003920 0.085628 0.013418 0.681302 0.726853
1753778182.442838669 2.828711 10.319400 1.006489 0.099768 0.000603 0.671890 0.733900
1753778182.543076992 2.714507 10.311192 1.008055 0.111512 -0.002786 0.658455 0.744308
1753778182.643333197 2.605308 10.308080 1.019219 0.106849 0.005081 0.658756 0.744713
1753778182.743581533 2.514647 10.302582 1.024101 0.105958 0.007500 0.664883 0.739356
1753778182.843821526 2.417352 10.302980 1.017215 0.107802 0.002394 0.658715 0.744626
1753778182.944065094 2.315168 10.302631 1.004137 0.117774 0.000752 0.661129 0.740970
1753778183.041512489 2.210665 10.309738 0.998145 0.125739 0.000147 0.652160 0.747581
1753778183.142107248 2.087772 10.328752 1.020127 0.113488 0.002704 0.653131 0.748688
1753778183.242339134 1.974070 10.348290 1.027888 0.109076 0.007918 0.657998 0.745036
1753778183.342585564 1.856022 10.364960 1.030306 0.102094 -0.005136 0.647692 0.755013
1753778183.442834139 1.741313 10.375806 1.017735 0.100462 -0.013530 0.643404 0.758786
1753778183.543068409 1.627893 10.386286 1.015115 0.105187 -0.004795 0.634767 0.765495
1753778183.643296480 1.510651 10.401098 1.015767 0.100212 -0.003017 0.630777 0.769460
1753778183.743535995 1.394198 10.428110 1.028751 0.097380 -0.009378 0.634249 0.766914
1753778183.843778133 1.297226 10.432184 1.018305 0.092349 -0.016679 0.635123 0.766690
1753778183.944014549 1.211836 10.442356 1.001940 0.098335 -0.013266 0.629534 0.770611
1753778184.041857719 1.118638 10.453243 0.989858 0.099524 -0.012048 0.628631 0.771215
1753778184.141973972 1.041808 10.460552 0.978315 0.114362 -0.008112 0.636563 0.762655
1753778184.242208004 0.932316 10.480493 0.978786 0.109517 -0.018963 0.623535 0.773854
1753778184.342449427 0.838536 10.479334 0.982708 0.114866 -0.027319 0.628121 0.769106
1753778184.442682266 0.733759 10.472490 0.984770 0.127738 -0.038505 0.619796 0.773339
1753778184.542931080 0.637610 10.458877 0.974262 0.135799 -0.044679 0.621076 0.770602
1753778184.643156528 0.560331 10.440512 0.952817 0.134581 -0.036650 0.635870 0.759088
1753778184.743395805 0.470883 10.426869 0.924956 0.120619 -0.021857 0.639857 0.758654
1753778184.843642235 0.385349 10.412667 0.923328 0.111640 -0.007973 0.641289 0.759092
1753778184.943883896 0.287709 10.401747 0.920927 0.097594 -0.022774 0.644366 0.758122
1753778185.041736841 0.203443 10.396038 0.924030 0.100730 -0.021215 0.648890 0.753886
1753778185.141691923 0.103803 10.391685 0.912075 0.114593 -0.016639 0.654476 0.747163
1753778185.241925001 0.000708 10.391894 0.914998 0.118189 -0.009321 0.662999 0.739173
1753778185.342166185 -0.102001 10.393036 0.923758 0.120442 -0.006586 0.674806 0.728071
1753778185.442391634 -0.221215 10.389236 0.939265 0.113894 -0.013686 0.679602 0.724556
1753778185.542638302 -0.326481 10.385800 0.935168 0.116591 -0.021032 0.679171 0.724355
1753778185.642881632 -0.410911 10.376011 0.927840 0.130095 -0.008218 0.671545 0.729407
1753778185.743124962 -0.511196 10.366592 0.924073 0.123128 -0.008547 0.658035 0.742803
1753778185.843362808 -0.620635 10.360150 0.931360 0.120080 -0.017070 0.650592 0.749679
1753778185.943609715 -0.726249 10.359812 0.933435 0.106981 -0.023560 0.640685 0.759949
1753778186.041446924 -0.834694 10.370864 0.932361 0.113152 -0.009816 0.641443 0.758717
1753778186.142081261 -0.950116 10.387552 0.910183 0.117648 -0.004883 0.644263 0.755685
1753778186.242329121 -1.090675 10.399693 0.914547 0.126559 0.009741 0.651361 0.748075
1753778186.342571259 -1.209585 10.405825 0.923869 0.112062 0.014137 0.660607 0.742186
1753778186.442820072 -1.343991 10.411511 0.935144 0.118822 0.016474 0.670142 0.732475
1753778186.543065071 -1.480281 10.410393 0.937133 0.113271 -0.002018 0.668205 0.735301
1753778186.643299580 -1.586085 10.400236 0.931294 0.128011 -0.017667 0.667378 0.733422
1753778186.743547678 -1.691816 10.390212 0.914568 0.131503 -0.002928 0.650143 0.748340
1753778186.843784094 -1.805854 10.378698 0.910900 0.113700 -0.005924 0.655336 0.746708
1753778186.944028854 -1.917251 10.384202 0.912577 0.102630 -0.011708 0.665925 0.738833
1753778187.041867733 -2.016888 10.388957 0.891812 0.098517 -0.006760 0.671872 0.734054
1753778187.141945601 -2.118039 10.393718 0.873328 0.099192 0.011816 0.674770 0.731236
1753778187.242115259 -2.238084 10.408325 0.863596 0.099672 0.009762 0.685971 0.720704
1753778187.342452526 -2.360847 10.418627 0.864608 0.099552 0.007613 0.684050 0.722570
1753778187.442691565 -2.487019 10.431968 0.875927 0.104496 0.002625 0.682851 0.723041
1753778187.542938471 -2.610636 10.443648 0.879399 0.093907 -0.013157 0.676868 0.729971
1753778187.643171787 -2.744036 10.450344 0.876826 0.098940 -0.029776 0.673514 0.731918
1753778187.743399858 -2.866725 10.457384 0.865738 0.101538 -0.032294 0.665601 0.738663
1753778187.843652725 -2.986704 10.463465 0.858140 0.103899 -0.034084 0.664675 0.739088
1753778187.943904161 -3.115891 10.466496 0.858058 0.098159 -0.047004 0.667929 0.736225
1753778188.041358232 -3.243733 10.484658 0.854300 0.096740 -0.050352 0.653413 0.749105
1753778188.141536951 -3.345178 10.504114 0.844122 0.102997 -0.044427 0.666393 0.737115
1753778188.241772413 -3.471989 10.527208 0.826886 0.108153 -0.016825 0.680273 0.724741
1753778188.342005730 -3.596652 10.548967 0.820908 0.110579 -0.026070 0.714840 0.689997
1753778188.442248583 -3.717489 10.570617 0.817392 0.109554 -0.027944 0.742026 0.660768
1753778188.542501926 -3.838963 10.601773 0.797758 0.114746 -0.017938 0.759941 0.639532
1753778188.642731428 -3.932426 10.609826 0.766029 0.108518 -0.013371 0.788486 0.605256
1753778188.742961407 -4.043468 10.627059 0.729090 0.116274 -0.013181 0.809261 0.575677
1753778188.843218088 -4.153016 10.636419 0.690526 0.121876 -0.018702 0.811383 0.571361
1753778188.943472385 -4.265811 10.649085 0.680009 0.104519 -0.031105 0.832019 0.543923
1753778189.041311264 -4.405834 10.665396 0.657748 0.074459 -0.030145 0.856247 0.510283
1753778189.141873121 -4.550871 10.695296 0.642661 0.062968 -0.012921 0.869725 0.489333
1753778189.242115498 -4.694740 10.727059 0.622359 0.075939 0.000127 0.881290 0.466436
1753778189.342361927 -4.844698 10.751347 0.616409 0.087239 0.010008 0.898693 0.429697
1753778189.442600727 -5.008636 10.758768 0.635515 0.093651 0.008425 0.914515 0.393473
1753778189.542822838 -5.157604 10.760949 0.640686 0.092824 0.017328 0.936271 0.338348
1753778189.643061399 -5.290421 10.757425 0.634717 0.094303 0.018517 0.946939 0.306710
1753778189.743298292 -5.423454 10.744465 0.614385 0.107138 0.009697 0.956274 0.271968
1753778189.843537807 -5.551982 10.735413 0.603024 0.108354 0.011375 0.961099 0.253807
1753778189.943773508 -5.680071 10.722180 0.603480 0.114136 0.007929 0.966693 0.228941
1753778190.041615725 -5.805650 10.709626 0.598199 0.112334 0.010448 0.969138 0.219188
1753778190.141573429 -5.936649 10.729045 0.579928 0.107279 0.021984 0.982287 0.152051
1753778190.241822958 -6.081044 10.728534 0.542209 0.107954 0.033065 0.986930 0.114986
1753778190.342054844 -6.215990 10.713047 0.523127 0.111778 0.025966 0.990350 0.077708
1753778190.442277908 -6.343194 10.696032 0.517896 0.113379 0.004233 0.992623 0.042744
1753778190.542520523 -6.462666 10.684644 0.529276 0.099617 -0.002688 0.995020 0.001956
1753778190.642759562 -6.575802 10.654087 0.524706 0.073246 0.011754 0.996267 -0.044148
1753778190.742996454 -6.681845 10.626295 0.510481 0.086757 -0.003428 0.993876 -0.068346
1753778190.843233347 -6.782684 10.588477 0.498723 0.098869 -0.000461 0.991967 -0.078906
1753778190.943471909 -6.890030 10.538949 0.504520 0.113950 0.006774 0.989225 -0.091671
1753778191.041309357 -6.996740 10.496981 0.514172 0.108372 0.000073 0.989693 -0.093608
1753778191.141830683 -7.101338 10.429775 0.520317 0.090763 0.001042 0.991295 -0.095367
1753778191.242064714 -7.209376 10.391566 0.510019 0.093286 0.017400 0.989215 -0.111571
1753778191.342310429 -7.313920 10.349543 0.507868 0.092152 0.019763 0.986905 -0.130902
1753778191.442557573 -7.424451 10.295836 0.515376 0.098198 0.019283 0.985761 -0.135131
1753778191.541613340 -7.530817 10.237589 0.530702 0.083420 0.016696 0.985459 -0.147080
1753778191.642999649 -7.643132 10.170775 0.531576 0.071758 0.018204 0.985780 -0.150856
1753778191.743279219 -7.740188 10.084324 0.520372 0.076114 0.014453 0.986870 -0.141721
1753778191.843511820 -7.833134 10.001095 0.511003 0.086047 0.008155 0.985978 -0.142746
1753778191.943748951 -7.935051 9.935588 0.501613 0.084575 0.008034 0.987066 -0.135953
1753778192.041594505 -8.035229 9.900905 0.504318 0.079736 0.013183 0.987109 -0.138143
1753778192.141499996 -8.138424 9.873300 0.499186 0.072218 0.017225 0.987943 -0.135857
1753778192.241731882 -8.238380 9.841539 0.504177 0.075199 0.028793 0.986391 -0.143347
1753778192.341987371 -8.348095 9.818963 0.490913 0.081978 0.022387 0.982720 -0.164437
1753778192.442220449 -8.457858 9.791539 0.488199 0.098645 0.023213 0.979621 -0.173413
1753778192.542467117 -8.572225 9.765203 0.492314 0.086287 0.035376 0.976091 -0.196340
1753778192.642714739 -8.680758 9.715220 0.487645 0.073120 0.026037 0.973249 -0.216244
1753778192.742948532 -8.779791 9.679606 0.453234 0.072246 0.018524 0.971322 -0.225768
1753778192.842461824 -8.878559 9.643317 0.434369 0.079307 0.020366 0.970445 -0.227005
1753778192.943406343 -8.981810 9.606812 0.424254 0.082322 0.037572 0.968813 -0.230679
1753778193.041117907 -9.087966 9.559844 0.430079 0.073054 0.025161 0.966093 -0.246361
1753778193.141525507 -9.190172 9.520819 0.442723 0.062389 0.008664 0.962918 -0.262340
1753778193.241755486 -9.282449 9.472185 0.436215 0.064291 -0.000550 0.956744 -0.283737
1753778193.341974974 -9.361166 9.429601 0.425474 0.074764 0.013495 0.944220 -0.320434
1753778193.442220688 -9.445602 9.373855 0.417963 0.087514 0.009232 0.931003 -0.354245
1753778193.542447805 -9.517213 9.338714 0.428394 0.083129 0.000440 0.913561 -0.398116
1753778193.642681122 -9.578518 9.298470 0.427918 0.078683 0.003267 0.899730 -0.429284
