# timestamp x y z qx qy qz qw
1753778136.646599054 -0.041107 -0.037199 0.004768 0.000503 -0.000726 0.000731 0.999999
1753778136.746867895 -0.039489 -0.036861 0.003436 0.000869 -0.000608 0.000197 0.999999
1753778136.847105265 -0.039875 -0.038281 0.002986 0.000613 -0.000730 0.000820 0.999999
1753778136.947351217 -0.039551 -0.041793 0.001067 0.000468 -0.000526 0.000355 1.000000
1753778137.044795513 -0.040063 -0.035751 0.002505 0.000204 -0.001009 0.000652 0.999999
1753778137.144970417 -0.039100 -0.034465 0.004704 0.000972 -0.000449 0.000272 0.999999
1753778137.244627237 -0.038106 -0.034728 0.001986 0.000085 -0.000436 0.000219 1.000000
1753778137.343326330 -0.038584 -0.032354 0.003728 0.000546 -0.000469 0.000142 1.000000
1753778137.442022324 -0.037690 -0.031654 0.002355 0.000197 -0.000587 0.000099 1.000000
1753778137.545906544 -0.038677 -0.032246 0.005691 0.000671 -0.000622 0.000309 1.000000
1753778137.646164894 -0.037470 -0.033692 0.004470 0.000022 -0.000686 0.000284 1.000000
1753778137.746399164 -0.036996 -0.036913 0.006562 0.000667 -0.000598 0.000329 1.000000
1753778137.846632719 -0.036821 -0.037710 0.006950 0.000097 -0.000581 0.000329 1.000000
1753778137.946884155 -0.037988 -0.038100 0.007932 0.000617 -0.000455 0.000533 1.000000
1753778138.044725418 -0.039559 -0.035458 0.005440 0.001077 -0.000387 0.000335 0.999999
1753778138.145405293 -0.038975 -0.037561 0.004078 0.000054 -0.000985 0.000311 0.999999
1753778138.245491028 -0.038453 -0.038418 0.003197 0.000952 -0.000356 0.000586 0.999999
1753778138.345880985 -0.039129 -0.042586 0.001498 0.000405 -0.001010 0.000510 0.999999
1753778138.446109772 -0.038645 -0.040576 0.001593 0.000343 -0.000495 0.000664 1.000000
1753778138.544787169 -0.038054 -0.038783 0.003970 0.000258 -0.000447 0.000099 1.000000
1753778138.643441200 -0.036396 -0.038616 0.003025 0.000029 -0.000469 0.000063 1.000000
1753778138.742883682 -0.037360 -0.037183 0.002321 -0.000183 -0.000425 0.000009 1.000000
1753778138.847076178 -0.036992 -0.035540 0.003276 0.000840 -0.001099 0.000673 0.999999
1753778138.947319031 -0.037969 -0.034402 0.001428 -0.000206 -0.000556 0.000123 1.000000
1753778139.045159817 -0.037227 -0.036983 -0.002325 0.001097 -0.001066 0.000511 0.999999
1753778139.145391941 -0.038992 -0.037524 0.000536 0.000056 -0.000577 0.000513 1.000000
1753778139.245626688 -0.039908 -0.036032 0.001085 0.000664 -0.001001 0.000290 0.999999
1753778139.345865488 -0.038732 -0.037713 0.003348 0.000072 -0.000426 0.000581 1.000000
1753778139.446127176 -0.037926 -0.036051 0.001756 0.001203 -0.000869 0.000536 0.999999
1753778139.546375275 -0.038562 -0.037377 0.000453 -0.000607 -0.000740 0.000372 0.999999
1753778139.646610975 -0.037537 -0.033384 -0.000399 0.001749 -0.000820 0.000699 0.999998
1753778139.745827436 -0.037754 -0.031500 -0.000623 -0.000683 -0.000906 0.000048 0.999999
1753778139.844509363 -0.039081 -0.032088 -0.002680 -0.000189 -0.000635 0.000037 1.000000
1753778139.943948030 -0.039051 -0.033691 -0.002511 0.000531 -0.000484 0.000232 1.000000
1753778140.043156147 -0.039443 -0.034066 -0.002683 0.000026 -0.000675 0.000145 1.000000
1753778140.142348528 -0.039487 -0.034294 0.000193 -0.000087 -0.000458 0.000162 1.000000
1753778140.245601416 -0.038774 -0.038448 0.001734 0.001119 -0.000767 0.000606 0.999999
1753778140.345850706 -0.038055 -0.035938 0.002688 -0.000330 -0.000597 0.000359 1.000000
1753778140.446088552 -0.037435 -0.038652 0.001721 0.000938 -0.000839 0.000316 0.999999
1753778140.546303988 -0.036567 -0.039241 0.001666 -0.000067 -0.000577 0.000844 0.999999
1753778140.646569490 -0.035878 -0.039076 -0.000233 0.000817 -0.001030 0.000209 0.999999
1753778140.746335506 -0.037008 -0.038331 -0.001484 -0.000586 -0.000742 0.000781 0.999999
1753778140.847045422 -0.036458 -0.036202 -0.003180 0.001488 -0.001102 0.000119 0.999998
1753778140.946812868 -0.037965 -0.039444 -0.001954 -0.000102 -0.000529 0.000266 1.000000
1753778141.045125008 -0.039177 -0.036170 -0.001832 0.000609 -0.001085 0.000782 0.999999
1753778141.144862175 -0.038308 -0.035671 0.002053 0.000219 -0.000582 0.000132 1.000000
1753778141.244019032 -0.038971 -0.037450 0.000787 0.000038 -0.000595 0.000269 1.000000
1753778141.343312502 -0.036656 -0.036272 0.001496 -0.000743 -0.000574 0.000034 1.000000
1753778141.446009636 -0.035578 -0.039720 -0.003901 0.001460 -0.000911 0.000783 0.999998
1753778141.546236038 -0.035857 -0.035825 -0.002323 -0.000560 -0.000905 0.000399 0.999999
1753778141.646466732 -0.036691 -0.037041 -0.001469 0.000941 -0.000876 0.000235 0.999999
1753778141.746699095 -0.034316 -0.041542 0.000773 -0.000143 -0.000880 0.000865 0.999999
1753778141.846916437 -0.035007 -0.043665 0.003748 0.001329 -0.000927 0.000499 0.999999
1753778141.947169542 -0.034998 -0.045976 0.001426 0.000340 -0.000739 0.001455 0.999999
1753778142.045009375 -0.037039 -0.043023 0.001314 0.000963 -0.001067 0.000457 0.999999
1753778142.145354748 -0.037279 -0.041781 0.001606 0.000288 -0.000814 0.001167 0.999999
1753778142.245617151 -0.038388 -0.036671 0.003262 0.001879 -0.001316 0.000277 0.999997
1753778142.345834732 -0.038058 -0.037307 0.002698 0.001316 -0.001660 0.001337 0.999997
1753778142.445362091 -0.038390 -0.040913 0.004133 0.004386 -0.001618 0.001317 0.999988
1753778142.544653177 -0.037463 -0.041083 0.006828 0.001876 -0.001011 0.008211 0.999964
1753778142.646561861 -0.031397 -0.045183 0.010971 0.000325 0.016307 0.015948 0.999740
1753778142.746805906 -0.028607 -0.044957 0.022155 0.000389 0.020495 0.025080 0.999475
1753778142.847046137 -0.037534 -0.043022 0.048378 0.008900 0.008133 0.034072 0.999347
1753778142.947286367 -0.051174 -0.032268 0.087874 0.014783 -0.000471 0.042596 0.998983
1753778143.044737816 -0.065164 -0.022614 0.125948 0.016679 0.001031 0.044163 0.998885
1753778143.144819736 -0.080668 -0.012460 0.173053 0.029690 -0.003218 0.059238 0.997797
1753778143.244826555 -0.096009 -0.003597 0.217658 0.012241 0.013819 0.057412 0.998180
1753778143.345287085 -0.118860 -0.005907 0.255410 0.022380 0.004000 0.072980 0.997074
1753778143.445534706 -0.137151 -0.000933 0.287811 0.018521 -0.013401 0.073572 0.997028
1753778143.545778990 -0.146576 0.007702 0.319760 0.010303 0.026406 0.078337 0.996524
1753778143.646024942 -0.166826 0.021768 0.339870 -0.011432 0.007110 0.092925 0.995582
1753778143.746268511 -0.198039 0.028661 0.370004 -0.007264 -0.008044 0.092449 0.995658
1753778143.846521378 -0.235136 0.018989 0.390741 0.027600 -0.058953 0.120301 0.990601
1753778143.946755648 -0.269134 0.025713 0.392655 0.034027 -0.076302 0.125306 0.988594
1753778144.044590950 -0.290460 0.034563 0.395824 0.012102 -0.078456 0.142124 0.986660
1753778144.144299507 -0.308898 0.030820 0.398505 0.005413 -0.056442 0.102647 0.993100
1753778144.244526625 -0.334722 0.038651 0.408070 0.006145 -0.066794 0.125206 0.989861
1753778144.344768524 -0.351291 0.041621 0.410076 0.006197 -0.059032 0.101785 0.993034
1753778144.444997072 -0.370212 0.053246 0.417393 0.003655 -0.064281 0.118432 0.990873
1753778144.545242310 -0.391211 0.058320 0.427137 -0.002234 -0.064412 0.111082 0.991719
1753778144.645480394 -0.412962 0.049148 0.440746 0.005134 -0.088600 0.138941 0.986316
1753778144.745704412 -0.431667 0.049025 0.458396 -0.002263 -0.086672 0.128759 0.987878
1753778144.845942736 -0.440529 0.053887 0.468593 -0.023113 -0.083238 0.123727 0.988549
1753778144.946183205 -0.456138 0.062745 0.473718 -0.029787 -0.082407 0.116870 0.989274
1753778145.044021130 -0.463301 0.074869 0.472768 -0.030335 -0.082705 0.119729 0.988891
1753778145.144088745 -0.466459 0.082239 0.464460 -0.026459 -0.078017 0.140909 0.986589
1753778145.244322777 -0.465301 0.081514 0.459056 -0.015724 -0.070536 0.105133 0.991829
1753778145.344563007 -0.493449 0.112952 0.479381 0.016462 -0.109114 0.124729 0.986035
1753778145.444800615 -0.456584 0.130452 0.506249 0.012337 -0.108112 0.069301 0.991644
1753778145.545044422 -0.473878 0.182642 0.507546 0.047493 -0.128895 0.074278 0.987731
1753778145.645289660 -0.457964 0.208101 0.493369 0.018453 -0.112360 0.018631 0.993321
1753778145.745523930 -0.465160 0.261431 0.483027 0.053348 -0.101934 0.009641 0.993313
1753778145.845763922 -0.473485 0.304252 0.472964 0.047485 -0.096911 -0.006431 0.994139
1753778145.945996761 -0.470466 0.341006 0.478314 0.074972 -0.093361 0.015450 0.992685
1753778146.043832541 -0.457280 0.363377 0.484122 0.058938 -0.084293 0.007000 0.994672
1753778146.144755125 -0.434603 0.383556 0.490271 0.064616 -0.077466 0.004168 0.994890
1753778146.244990826 -0.406143 0.397574 0.494200 0.084222 -0.073133 0.014152 0.993659
1753778146.345229626 -0.372692 0.418861 0.497143 0.092385 -0.073148 0.023251 0.992761
1753778146.445459127 -0.335132 0.443897 0.502015 0.096632 -0.069084 0.034747 0.992312
1753778146.545690060 -0.290877 0.471552 0.504376 0.085426 -0.075224 0.037624 0.992788
1753778146.645923138 -0.240403 0.500956 0.504947 0.074676 -0.073228 0.039663 0.993724
1753778146.746167898 -0.192957 0.538707 0.505256 0.069807 -0.084639 0.038090 0.993233
1753778146.846412182 -0.152524 0.574453 0.504743 0.069433 -0.093305 0.055014 0.991689
1753778146.946653128 -0.115391 0.613626 0.504023 0.060079 -0.089199 0.073371 0.991489
1753778147.044506073 -0.079871 0.662088 0.503037 0.052299 -0.087344 0.072309 0.992173
1753778147.144281864 -0.060377 0.728930 0.486394 0.043203 -0.063910 0.110141 0.990918
1753778147.244517088 -0.035987 0.778608 0.479488 0.035422 -0.060208 0.123548 0.989877
1753778147.344765425 -0.014316 0.834436 0.488802 0.046374 -0.044657 0.160897 0.984869
1753778147.444997072 0.009647 0.881819 0.510891 0.041024 -0.057742 0.140872 0.987491
1753778147.545222759 0.028347 0.918901 0.526138 0.069071 -0.050258 0.127541 0.988148
1753778147.645449877 0.045492 0.959124 0.553493 0.069225 -0.074132 0.098164 0.989988
1753778147.745676041 0.069919 0.997303 0.557508 0.086003 -0.065417 0.064435 0.992055
1753778147.845896959 0.097967 1.044620 0.561370 0.076537 -0.073786 0.043966 0.993360
1753778147.946135759 0.134926 1.087385 0.551535 0.074521 -0.044460 0.033099 0.995678
1753778148.043972254 0.174275 1.120029 0.547033 0.080572 -0.052600 0.019568 0.995168
1753778148.144839525 0.232956 1.150672 0.548159 0.085383 -0.060730 0.008698 0.994458
1753778148.245080471 0.300751 1.179989 0.557218 0.092693 -0.068289 0.000697 0.993350
1753778148.345327377 0.372669 1.206612 0.570582 0.097531 -0.076694 -0.011738 0.992204
1753778148.445558310 0.447095 1.229953 0.579914 0.102969 -0.081527 -0.018225 0.991170
1753778148.545780897 0.527058 1.256677 0.579935 0.099711 -0.067133 -0.027436 0.992370
1753778148.646042347 0.603835 1.285774 0.580581 0.086613 -0.059643 -0.050748 0.993159
1753778148.746271610 0.681561 1.322926 0.575193 0.071532 -0.051889 -0.077873 0.993039
1753778148.846504927 0.750347 1.358569 0.572933 0.063949 -0.062318 -0.097337 0.991238
1753778148.946749449 0.819372 1.389917 0.578088 0.051288 -0.075623 -0.102729 0.990504
1753778149.044594288 0.894357 1.416555 0.585580 0.038486 -0.072616 -0.113503 0.990133
1753778149.144402742 0.969487 1.432139 0.582682 0.027390 -0.070819 -0.125481 0.989186
1753778149.244642496 1.051088 1.447065 0.576300 0.016333 -0.071371 -0.137923 0.987733
1753778149.344886780 1.138836 1.452318 0.570994 0.012121 -0.081091 -0.149838 0.985305
1753778149.445128918 1.230487 1.448144 0.576833 0.007290 -0.078314 -0.153903 0.984951
1753778149.545369864 1.322697 1.431230 0.592951 0.013858 -0.084980 -0.152022 0.984620
1753778149.645615101 1.405500 1.418219 0.599566 0.013342 -0.081133 -0.156692 0.984219
1753778149.745858431 1.496499 1.403161 0.601743 0.018262 -0.080976 -0.155241 0.984383
1753778149.846103907 1.593741 1.394249 0.595738 0.013477 -0.074334 -0.162172 0.983866
1753778149.946338177 1.695220 1.387122 0.596927 0.017934 -0.076460 -0.162359 0.983601
1753778150.044582844 1.797423 1.378052 0.602448 0.020065 -0.075616 -0.169740 0.982379
1753778150.144751549 1.896865 1.368026 0.618837 0.020515 -0.074567 -0.171211 0.982194
1753778150.244986057 1.989225 1.357780 0.618694 0.016028 -0.069918 -0.174519 0.982037
1753778150.345216274 2.072641 1.343625 0.616848 0.020280 -0.064305 -0.177913 0.981733
1753778150.445434570 2.164454 1.324338 0.612719 0.037174 -0.075559 -0.178967 0.980245
1753778150.545660734 2.261758 1.309593 0.618789 0.031387 -0.081427 -0.155401 0.983989
1753778150.645903826 2.368200 1.287879 0.628526 0.039270 -0.073026 -0.145272 0.985911
1753778150.746142387 2.476047 1.263953 0.635916 0.046696 -0.067447 -0.137075 0.987158
1753778150.846380949 2.584134 1.250431 0.634400 0.046766 -0.066528 -0.141901 0.986535
1753778150.946635008 2.688922 1.234754 0.631003 0.045084 -0.065579 -0.132310 0.988009
1753778151.044086456 2.799514 1.226989 0.630830 0.044159 -0.077084 -0.136419 0.986660
1753778151.144148111 2.905693 1.222704 0.639848 0.049897 -0.077072 -0.117647 0.988802
1753778151.244380951 3.008565 1.222355 0.655293 0.036604 -0.085235 -0.113517 0.989196
1753778151.344624043 3.114198 1.224757 0.658572 0.021546 -0.071106 -0.090763 0.993097
1753778151.444864511 3.215438 1.222283 0.657526 0.012491 -0.081421 -0.084437 0.993018
1753778151.545102596 3.320517 1.217450 0.654912 0.007502 -0.077178 -0.056973 0.995360
1753778151.645330667 3.431789 1.208012 0.663862 -0.003054 -0.087000 -0.046201 0.995132
1753778151.745567560 3.542077 1.194722 0.673765 0.003171 -0.075896 -0.033292 0.996555
1753778151.845770359 3.646374 1.180594 0.682593 0.003086 -0.082820 -0.038115 0.995831
1753778151.945998907 3.745890 1.172535 0.684693 0.004349 -0.075964 -0.028439 0.996695
1753778152.043823242 3.846163 1.156301 0.677521 0.003584 -0.082745 -0.018756 0.996388
1753778152.144302845 3.954825 1.135404 0.672363 0.012318 -0.091175 -0.017992 0.995596
1753778152.244519711 4.068678 1.119166 0.680208 0.032594 -0.085820 -0.013819 0.995681
1753778152.344768763 4.178632 1.103988 0.696158 0.033749 -0.081454 -0.022343 0.995855
1753778152.444998026 4.285900 1.087651 0.701465 0.024764 -0.077203 -0.034072 0.996125
1753778152.545245886 4.393426 1.066900 0.702130 0.042162 -0.076165 -0.026281 0.995857
1753778152.645485640 4.502816 1.043540 0.700596 0.038801 -0.088382 -0.010220 0.995278
1753778152.745723486 4.614738 1.024192 0.709287 0.041034 -0.091555 0.001034 0.994954
1753778152.845971823 4.729939 1.009236 0.727610 0.039419 -0.095353 0.001758 0.994661
1753778152.946214199 4.845307 0.998339 0.741635 0.044411 -0.085581 0.012967 0.995256
1753778153.044062376 4.953310 0.996857 0.744041 0.036600 -0.094623 0.013710 0.994746
1753778153.144308329 5.067961 0.995914 0.739953 0.032777 -0.094107 0.011249 0.994959
1753778153.244553804 5.183876 1.001512 0.740691 0.027450 -0.102216 0.007658 0.994354
1753778153.344791412 5.307340 1.004875 0.749741 0.024199 -0.093714 -0.004351 0.995296
1753778153.445013285 5.431493 1.004872 0.755380 0.021249 -0.086963 -0.004658 0.995974
1753778153.545254946 5.551271 1.001571 0.752029 0.018659 -0.078273 0.004508 0.996747
1753778153.645520449 5.665368 0.995714 0.736902 0.019562 -0.088157 0.018323 0.995746
1753778153.745764017 5.780299 0.991531 0.731558 0.014046 -0.086475 0.028472 0.995748
1753778153.846011639 5.894858 0.990880 0.742237 0.010091 -0.088142 0.035164 0.995436
1753778153.946260214 6.006584 0.996026 0.749393 0.008026 -0.082208 0.044288 0.995598
1753778154.044099092 6.118201 1.001855 0.749159 0.012604 -0.084316 0.054072 0.994891
1753778154.144067764 6.231897 1.003257 0.738591 0.016641 -0.072275 0.080533 0.993989
1753778154.244292736 6.353974 1.016946 0.733163 0.004624 -0.082278 0.059794 0.994803
1753778154.344537020 6.469792 1.032351 0.727418 0.010564 -0.081633 0.062069 0.994672
1753778154.444777966 6.583624 1.035903 0.731293 0.017361 -0.074991 0.059483 0.995257
1753778154.545013905 6.698312 1.029493 0.738528 0.016198 -0.065548 0.063622 0.995687
1753778154.645229816 6.808690 1.019256 0.740317 0.029719 -0.072045 0.061872 0.995037
1753778154.745468616 6.919694 1.002184 0.739040 0.030057 -0.081058 0.078187 0.993183
1753778154.845700979 7.029060 0.985052 0.747499 0.023079 -0.088846 0.087088 0.991962
1753778154.945938349 7.139036 0.973098 0.758670 0.024211 -0.101656 0.092143 0.990247
1753778155.043783426 7.247230 0.963053 0.759926 0.026875 -0.090456 0.092967 0.991187
1753778155.144289732 7.355220 0.957560 0.761679 0.017341 -0.088782 0.087197 0.992075
1753778155.244525433 7.468755 0.960129 0.752684 0.004491 -0.090370 0.071087 0.993358
1753778155.344764948 7.588097 0.958502 0.750419 0.007285 -0.092628 0.070297 0.993189
1753778155.445007086 7.714010 0.962136 0.759664 0.013736 -0.080659 0.069733 0.994205
1753778155.545241594 7.839469 0.961284 0.767951 0.015115 -0.075040 0.070039 0.994603
1753778155.645475626 7.958811 0.950022 0.766229 0.029148 -0.072518 0.081321 0.993619
1753778155.745707750 8.077569 0.942134 0.762683 0.038966 -0.079328 0.105475 0.990487
1753778155.845950842 8.193671 0.941020 0.766342 0.038537 -0.086298 0.132725 0.986637
1753778155.946186304 8.316866 0.944256 0.779803 0.035848 -0.084522 0.160772 0.982712
1753778156.044038534 8.438434 0.956995 0.792514 0.044389 -0.083262 0.167979 0.981265
1753778156.144254446 8.542635 0.978051 0.784465 0.049765 -0.067142 0.188711 0.978470
1753778156.244496346 8.649042 1.003771 0.780086 0.041375 -0.078425 0.191262 0.977526
1753778156.344724655 8.762822 1.034974 0.797761 0.055308 -0.083723 0.174817 0.979474
1753778156.444963932 8.881858 1.074900 0.826682 0.054034 -0.086428 0.147669 0.983770
1753778156.545186043 8.994695 1.117654 0.844592 0.062719 -0.085473 0.158222 0.981696
1753778156.645430088 9.105376 1.166057 0.854087 0.046466 -0.101941 0.136002 0.984354
1753778156.745673895 9.217937 1.221928 0.847794 0.067292 -0.100695 0.152945 0.980785
1753778156.845917225 9.331980 1.273000 0.850372 0.034056 -0.115212 0.150528 0.981279
1753778156.946161747 9.441386 1.333723 0.853977 0.034222 -0.133485 0.131669 0.981669
1753778157.044005156 9.559708 1.395570 0.868587 0.034015 -0.138194 0.132748 0.980879
1753778157.144257784 9.671389 1.452827 0.868081 0.036508 -0.131058 0.151758 0.979010
1753778157.244494438 9.784277 1.503276 0.871678 0.051299 -0.122428 0.145914 0.980351
1753778157.344732523 9.896649 1.554623 0.870328 0.063031 -0.116619 0.135952 0.981807
1753778157.444971085 10.004141 1.611185 0.873650 0.058151 -0.120905 0.098614 0.986040
1753778157.545215607 10.103825 1.659648 0.881448 0.057320 -0.111261 0.058652 0.990402
1753778157.645458698 10.215271 1.712396 0.886902 0.051478 -0.101398 0.043826 0.992546
1753778157.745697021 10.338353 1.764573 0.882439 0.057877 -0.087633 0.039017 0.993704
1753778157.845935822 10.467711 1.809794 0.875737 0.066414 -0.090456 0.031295 0.993191
1753778157.946190596 10.606856 1.851722 0.877175 0.071705 -0.078927 0.025327 0.993976
1753778158.044031143 10.737393 1.878913 0.888703 0.072833 -0.081710 0.027150 0.993621
1753778158.144259453 10.867525 1.918295 0.893585 0.081004 -0.084666 0.007077 0.993086
1753778158.244511366 10.991256 1.942462 0.888588 0.088368 -0.062964 -0.004277 0.994087
1753778158.344753027 11.111177 1.959450 0.881918 0.072072 -0.067619 -0.011307 0.995040
1753778158.444986105 11.231365 1.985783 0.884519 0.076066 -0.061468 -0.021848 0.994967
1753778158.545249939 11.361275 1.997032 0.897068 0.068654 -0.052502 -0.011990 0.996186
1753778158.645492792 11.487966 2.001919 0.902052 0.053230 -0.047470 -0.023491 0.997177
1753778158.745713234 11.609386 2.005116 0.893933 0.068340 -0.055759 -0.035662 0.995464
1753778158.845952511 11.737237 1.998113 0.889695 0.066306 -0.054586 -0.010436 0.996250
1753778158.946195126 11.853402 1.988323 0.896639 0.041597 -0.073080 0.007893 0.996427
1753778159.043651819 11.985874 1.975927 0.911980 0.024099 -0.049752 0.002602 0.998467
1753778159.143685341 12.126077 1.979040 0.930635 0.019973 -0.048615 -0.021269 0.998391
1753778159.243925810 12.264522 1.996044 0.929933 0.019405 -0.037195 -0.045115 0.998101
1753778159.344176054 12.397110 2.012164 0.926855 0.015660 -0.056597 -0.059368 0.996507
1753778159.444421291 12.530531 2.019271 0.938469 0.023120 -0.034696 -0.070177 0.996663
1753778159.544671535 12.656983 2.016781 0.945606 0.030126 -0.036820 -0.067057 0.996614
1753778159.644914389 12.768000 2.017475 0.947007 0.037049 -0.032727 -0.061887 0.996858
1753778159.745150805 12.875059 2.014720 0.946590 0.050610 -0.054073 -0.032043 0.996739
1753778159.845390797 12.984281 2.005302 0.951309 0.051376 -0.054581 0.011494 0.997121
1753778159.945626736 13.087642 1.988825 0.964261 0.040532 -0.060543 0.044919 0.996330
1753778160.043480396 13.194202 1.976013 0.979522 0.037812 -0.064706 0.046772 0.996090
1753778160.143711329 13.307151 1.955243 0.977672 0.019124 -0.074673 0.058063 0.995333
1753778160.243945837 13.425266 1.982582 0.973463 0.005876 -0.086765 0.031460 0.995715
1753778160.344179392 13.539244 1.991696 0.969959 0.000209 -0.084199 0.022661 0.996191
1753778160.444422007 13.648732 2.004222 0.987923 0.013498 -0.113811 0.009922 0.993361
1753778160.544665575 13.771253 1.997273 1.000279 0.018695 -0.086287 0.021851 0.995855
1753778160.644901037 13.891971 2.029368 1.000135 0.002996 -0.096808 -0.006554 0.995277
1753778160.745144129 14.006662 2.024963 1.007112 0.037226 -0.089853 0.010616 0.995202
1753778160.845386744 14.135344 2.028044 1.000846 0.032104 -0.119349 0.020378 0.992124
1753778160.945638180 14.261436 2.042206 1.017636 0.030280 -0.119223 0.022224 0.992157
1753778161.043481827 14.376181 2.060444 1.032368 0.016423 -0.130643 0.010768 0.991235
1753778161.143714905 14.491904 2.071593 1.043285 0.026237 -0.123811 0.017853 0.991798
1753778161.243963718 14.611460 2.079034 1.035480 0.026067 -0.124113 0.044236 0.990939
1753778161.344218254 14.736631 2.089774 1.032280 0.042437 -0.106470 0.062807 0.991422
1753778161.444450140 14.862471 2.103933 1.035695 0.034977 -0.120070 0.059535 0.990361
1753778161.544673443 14.993306 2.120207 1.052568 0.035470 -0.099590 0.059468 0.992616
1753778161.644906044 15.120458 2.144236 1.058777 0.011323 -0.097200 0.053248 0.993775
1753778161.745131969 15.244562 2.152712 1.046564 0.028904 -0.093529 0.088517 0.991252
1753778161.845378160 15.370348 2.151060 1.040436 0.025446 -0.106067 0.135532 0.984750
1753778161.945609093 15.501851 2.147897 1.050857 0.028629 -0.093119 0.177015 0.979375
1753778162.043454647 15.634338 2.153173 1.065605 0.024196 -0.081057 0.205673 0.974958
1753778162.144029379 15.768664 2.163971 1.070835 0.022697 -0.072117 0.237211 0.968512
1753778162.244271517 15.882297 2.183981 1.066032 0.025907 -0.065445 0.268372 0.960740
1753778162.344521761 15.994779 2.220151 1.060532 0.017346 -0.078511 0.279368 0.956812
1753778162.444761992 16.114404 2.255579 1.077341 0.010414 -0.082521 0.286004 0.954612
1753778162.545005083 16.235671 2.297779 1.097500 0.015351 -0.076269 0.301806 0.950190
1753778162.645231485 16.360630 2.345690 1.113573 0.015329 -0.065927 0.308536 0.948802
